Accession;Title;Sample Type;Taxonomy;Channels;Platform;Series;Supplementary Types;Supplementary Links;SRA Accession;Contact;Release Date
GSM5977644;MSCCR_reGRID_274_Biopsy_542, CD participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640960;SRX14640960;Carmen argmann;Sep 16, 2022
GSM5977645;MSCCR_reGRID_275_Biopsy_543, UC participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640961;SRX14640961;Carmen argmann;Sep 16, 2022
GSM5977646;MSCCR_reGRID_275_Biopsy_544, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640962;SRX14640962;Carmen argmann;Sep 16, 2022
GSM5977647;MSCCR_reGRID_275_Biopsy_545, UC participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640963;SRX14640963;Carmen argmann;Sep 16, 2022
GSM5977648;MSCCR_reGRID_276_Biopsy_546, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640964;SRX14640964;Carmen argmann;Sep 16, 2022
GSM5977649;MSCCR_reGRID_276_Biopsy_547, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640965;SRX14640965;Carmen argmann;Sep 16, 2022
GSM5977650;MSCCR_reGRID_276_Biopsy_548, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640966;SRX14640966;Carmen argmann;Sep 16, 2022
GSM5977651;MSCCR_reGRID_277_Biopsy_549, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640967;SRX14640967;Carmen argmann;Sep 16, 2022
GSM5977652;MSCCR_reGRID_277_Biopsy_550, CD participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640968;SRX14640968;Carmen argmann;Sep 16, 2022
GSM5977653;MSCCR_reGRID_277_Biopsy_551, CD participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640969;SRX14640969;Carmen argmann;Sep 16, 2022
GSM5977654;MSCCR_reGRID_278_Biopsy_552, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642593;SRX14642593;Carmen argmann;Sep 16, 2022
GSM5977655;MSCCR_reGRID_278_Biopsy_553, CD participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642594;SRX14642594;Carmen argmann;Sep 16, 2022
GSM5977656;MSCCR_reGRID_278_Biopsy_554, CD participants,LeftColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642595;SRX14642595;Carmen argmann;Sep 16, 2022
GSM5977657;MSCCR_reGRID_279_Biopsy_555, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642596;SRX14642596;Carmen argmann;Sep 16, 2022
GSM5977658;MSCCR_reGRID_279_Biopsy_556, UC participants,LeftColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642597;SRX14642597;Carmen argmann;Sep 16, 2022
GSM5977659;MSCCR_reGRID_279_Biopsy_557, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642598;SRX14642598;Carmen argmann;Sep 16, 2022
GSM5977660;MSCCR_reGRID_28_Biopsy_60, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642599;SRX14642599;Carmen argmann;Sep 16, 2022
GSM5977661;MSCCR_reGRID_28_Biopsy_61, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642600;SRX14642600;Carmen argmann;Sep 16, 2022
GSM5977662;MSCCR_reGRID_280_Biopsy_558, CD participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642601;SRX14642601;Carmen argmann;Sep 16, 2022
GSM5977663;MSCCR_reGRID_280_Biopsy_559, CD participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642602;SRX14642602;Carmen argmann;Sep 16, 2022
GSM5977664;MSCCR_reGRID_280_Biopsy_560, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642603;SRX14642603;Carmen argmann;Sep 16, 2022
GSM5977665;MSCCR_reGRID_281_Biopsy_561, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642604;SRX14642604;Carmen argmann;Sep 16, 2022
GSM5977666;MSCCR_reGRID_281_Biopsy_562, CD participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642605;SRX14642605;Carmen argmann;Sep 16, 2022
GSM5977667;MSCCR_reGRID_281_Biopsy_563, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642606;SRX14642606;Carmen argmann;Sep 16, 2022
GSM5977668;MSCCR_reGRID_282_Biopsy_564, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642607;SRX14642607;Carmen argmann;Sep 16, 2022
GSM5977669;MSCCR_reGRID_282_Biopsy_565, CD participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642608;SRX14642608;Carmen argmann;Sep 16, 2022
GSM5977670;MSCCR_reGRID_282_Biopsy_566, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642609;SRX14642609;Carmen argmann;Sep 16, 2022
GSM5977671;MSCCR_reGRID_283_Biopsy_567, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642610;SRX14642610;Carmen argmann;Sep 16, 2022
GSM5977672;MSCCR_reGRID_283_Biopsy_568, UC participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642611;SRX14642611;Carmen argmann;Sep 16, 2022
GSM5977673;MSCCR_reGRID_283_Biopsy_569, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642612;SRX14642612;Carmen argmann;Sep 16, 2022
GSM5977674;MSCCR_reGRID_284_Biopsy_570, CD participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642613;SRX14642613;Carmen argmann;Sep 16, 2022
GSM5977675;MSCCR_reGRID_285_Biopsy_571, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642614;SRX14642614;Carmen argmann;Sep 16, 2022
GSM5977676;MSCCR_reGRID_286_Biopsy_572, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642615;SRX14642615;Carmen argmann;Sep 16, 2022
GSM5977677;MSCCR_reGRID_286_Biopsy_573, CD participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642616;SRX14642616;Carmen argmann;Sep 16, 2022
GSM5977678;MSCCR_reGRID_286_Biopsy_574, CD participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641609;SRX14641609;Carmen argmann;Sep 16, 2022
GSM5977679;MSCCR_reGRID_287_Biopsy_575, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641610;SRX14641610;Carmen argmann;Sep 16, 2022
GSM5977680;MSCCR_reGRID_287_Biopsy_576, CD participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641611;SRX14641611;Carmen argmann;Sep 16, 2022
GSM5977681;MSCCR_reGRID_289_Biopsy_577, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641612;SRX14641612;Carmen argmann;Sep 16, 2022
GSM5977682;MSCCR_reGRID_289_Biopsy_578, CD participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641613;SRX14641613;Carmen argmann;Sep 16, 2022
GSM5977683;MSCCR_reGRID_29_Biopsy_62, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641614;SRX14641614;Carmen argmann;Sep 16, 2022
GSM5977684;MSCCR_reGRID_29_Biopsy_63, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641615;SRX14641615;Carmen argmann;Sep 16, 2022
GSM5977685;MSCCR_reGRID_29_Biopsy_64, CD participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641616;SRX14641616;Carmen argmann;Sep 16, 2022
GSM5977686;MSCCR_reGRID_290_Biopsy_579, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641617;SRX14641617;Carmen argmann;Sep 16, 2022
GSM5977687;MSCCR_reGRID_290_Biopsy_580, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641618;SRX14641618;Carmen argmann;Sep 16, 2022
GSM5977688;MSCCR_reGRID_291_Biopsy_581, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641619;SRX14641619;Carmen argmann;Sep 16, 2022
GSM5977689;MSCCR_reGRID_291_Biopsy_582, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641620;SRX14641620;Carmen argmann;Sep 16, 2022
GSM5977690;MSCCR_reGRID_292_Biopsy_583, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641621;SRX14641621;Carmen argmann;Sep 16, 2022
GSM5977691;MSCCR_reGRID_292_Biopsy_584, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641622;SRX14641622;Carmen argmann;Sep 16, 2022
GSM5977692;MSCCR_reGRID_292_Biopsy_585, UC participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641623;SRX14641623;Carmen argmann;Sep 16, 2022
GSM5977693;MSCCR_reGRID_293_Biopsy_586, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641624;SRX14641624;Carmen argmann;Sep 16, 2022
GSM5977694;MSCCR_reGRID_294_Biopsy_587, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641625;SRX14641625;Carmen argmann;Sep 16, 2022
GSM5977695;MSCCR_reGRID_295_Biopsy_588, UC participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641626;SRX14641626;Carmen argmann;Sep 16, 2022
GSM5977696;MSCCR_reGRID_295_Biopsy_589, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641627;SRX14641627;Carmen argmann;Sep 16, 2022
GSM5977697;MSCCR_reGRID_297_Biopsy_590, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641628;SRX14641628;Carmen argmann;Sep 16, 2022
GSM5977698;MSCCR_reGRID_298_Biopsy_591, CD participants,RightColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641629;SRX14641629;Carmen argmann;Sep 16, 2022
GSM5977699;MSCCR_reGRID_298_Biopsy_592, CD participants,Transverse I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641630;SRX14641630;Carmen argmann;Sep 16, 2022
GSM5977700;MSCCR_reGRID_298_Biopsy_593, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641631;SRX14641631;Carmen argmann;Sep 16, 2022
GSM5977701;MSCCR_reGRID_299_Biopsy_594, CD participants,RightColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641632;SRX14641632;Carmen argmann;Sep 16, 2022
GSM5977702;MSCCR_reGRID_299_Biopsy_595, CD participants,LeftColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640562;SRX14640562;Carmen argmann;Sep 16, 2022
GSM5977703;MSCCR_reGRID_299_Biopsy_596, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640563;SRX14640563;Carmen argmann;Sep 16, 2022
GSM5977704;MSCCR_reGRID_3_Biopsy_4, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640564;SRX14640564;Carmen argmann;Sep 16, 2022
GSM5977705;MSCCR_reGRID_3_Biopsy_5, CD participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640565;SRX14640565;Carmen argmann;Sep 16, 2022
GSM5977706;MSCCR_reGRID_3_Biopsy_6, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640566;SRX14640566;Carmen argmann;Sep 16, 2022
GSM5977707;MSCCR_reGRID_301_Biopsy_597, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640567;SRX14640567;Carmen argmann;Sep 16, 2022
GSM5977708;MSCCR_reGRID_301_Biopsy_598, UC participants,RightColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640568;SRX14640568;Carmen argmann;Sep 16, 2022
GSM5977709;MSCCR_reGRID_301_Biopsy_599, UC participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640569;SRX14640569;Carmen argmann;Sep 16, 2022
GSM5977710;MSCCR_reGRID_302_Biopsy_600, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640570;SRX14640570;Carmen argmann;Sep 16, 2022
GSM5977711;MSCCR_reGRID_302_Biopsy_601, UC participants,RightColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640571;SRX14640571;Carmen argmann;Sep 16, 2022
GSM5977712;MSCCR_reGRID_302_Biopsy_602, UC participants,LeftColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640572;SRX14640572;Carmen argmann;Sep 16, 2022
GSM5977713;MSCCR_reGRID_303_Biopsy_603, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640573;SRX14640573;Carmen argmann;Sep 16, 2022
GSM5977714;MSCCR_reGRID_303_Biopsy_604, CD participants,RightColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640574;SRX14640574;Carmen argmann;Sep 16, 2022
GSM5977715;MSCCR_reGRID_303_Biopsy_605, CD participants,LeftColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640575;SRX14640575;Carmen argmann;Sep 16, 2022
GSM5977716;MSCCR_reGRID_304_Biopsy_606, CD participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640576;SRX14640576;Carmen argmann;Sep 16, 2022
GSM5977717;MSCCR_reGRID_304_Biopsy_607, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640577;SRX14640577;Carmen argmann;Sep 16, 2022
GSM5977718;MSCCR_reGRID_304_Biopsy_608, CD participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640578;SRX14640578;Carmen argmann;Sep 16, 2022
GSM5977719;MSCCR_reGRID_305_Biopsy_609, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640579;SRX14640579;Carmen argmann;Sep 16, 2022
GSM5977720;MSCCR_reGRID_305_Biopsy_610, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640580;SRX14640580;Carmen argmann;Sep 16, 2022
GSM5977721;MSCCR_reGRID_305_Biopsy_611, UC participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640581;SRX14640581;Carmen argmann;Sep 16, 2022
GSM5977722;MSCCR_reGRID_306_Biopsy_612, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640582;SRX14640582;Carmen argmann;Sep 16, 2022
GSM5977723;MSCCR_reGRID_307_Biopsy_613, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640583;SRX14640583;Carmen argmann;Sep 16, 2022
GSM5977724;MSCCR_reGRID_307_Biopsy_614, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640584;SRX14640584;Carmen argmann;Sep 16, 2022
GSM5977725;MSCCR_reGRID_31_Biopsy_65, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640585;SRX14640585;Carmen argmann;Sep 16, 2022
GSM5977726;MSCCR_reGRID_31_Biopsy_66, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640970;SRX14640970;Carmen argmann;Sep 16, 2022
GSM5977727;MSCCR_reGRID_310_Biopsy_615, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640971;SRX14640971;Carmen argmann;Sep 16, 2022
GSM5977728;MSCCR_reGRID_311_Biopsy_616, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640972;SRX14640972;Carmen argmann;Sep 16, 2022
GSM5977729;MSCCR_reGRID_311_Biopsy_617, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640973;SRX14640973;Carmen argmann;Sep 16, 2022
GSM5977730;MSCCR_reGRID_312_Biopsy_618, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640974;SRX14640974;Carmen argmann;Sep 16, 2022
GSM5977731;MSCCR_reGRID_312_Biopsy_619, CD participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640975;SRX14640975;Carmen argmann;Sep 16, 2022
GSM5977732;MSCCR_reGRID_312_Biopsy_620, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640976;SRX14640976;Carmen argmann;Sep 16, 2022
GSM5977733;MSCCR_reGRID_314_Biopsy_621, CD participants,Transverse I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640977;SRX14640977;Carmen argmann;Sep 16, 2022
GSM5977734;MSCCR_reGRID_314_Biopsy_622, CD participants,LeftColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640978;SRX14640978;Carmen argmann;Sep 16, 2022
GSM5977735;MSCCR_reGRID_314_Biopsy_623, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640979;SRX14640979;Carmen argmann;Sep 16, 2022
GSM5977736;MSCCR_reGRID_315_Biopsy_624, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640980;SRX14640980;Carmen argmann;Sep 16, 2022
GSM5977737;MSCCR_reGRID_315_Biopsy_625, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640981;SRX14640981;Carmen argmann;Sep 16, 2022
GSM5977738;MSCCR_reGRID_316_Biopsy_626, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640982;SRX14640982;Carmen argmann;Sep 16, 2022
GSM5977739;MSCCR_reGRID_316_Biopsy_627, CD participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640983;SRX14640983;Carmen argmann;Sep 16, 2022
GSM5977740;MSCCR_reGRID_316_Biopsy_628, CD participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640984;SRX14640984;Carmen argmann;Sep 16, 2022
